Unidad,2019,2018,2017,2016,2015
16225 Valdemorillo de la Sierra,.,.,.,.,.
1622501 Valdemorillo de la Sierra distrito 01,.,.,.,.,.
1622501001 Valdemorillo de la Sierra sección 01001,.,.,.,.,.
28161 Valdemoro,12628,12043,11593,11132,11003
2816101 Valdemoro distrito 01,12759,12175,11708,11252,11034
2816101001 Valdemoro sección 01001,12243,11338,11110,10624,10613
2816101002 Valdemoro sección 01002,10540,10112,9398,8913,8752
2816101003 Valdemoro sección 01003,11070,10694,10352,9674,9453
2816101004 Valdemoro sección 01004,10378,10011,9549,9177,9117
2816101005 Valdemoro sección 01005,10540,10295,9886,9484,10132
2816101006 Valdemoro sección 01006,10588,9984,10004,9744,9698
2816101007 Valdemoro sección 01007,12190,11588,11272,10449,10297
2816101008 Valdemoro sección 01008,13544,12966,12507,12122,11536
2816101009 Valdemoro sección 01009,10928,10224,10079,9369,9510
2816101010 Valdemoro sección 01010,13911,13248,12598,12366,12180
2816101011 Valdemoro sección 01011,12838,12286,11898,12108,11891
2816101012 Valdemoro sección 01012,12398,11692,11065,10875,10699
2816101013 Valdemoro sección 01013,12005,11417,10987,10557,10442
2816101014 Valdemoro sección 01014,13799,13203,12431,11540,11159
2816101015 Valdemoro sección 01015,14731,14203,13205,12272,12615
2816101016 Valdemoro sección 01016,13818,13384,12836,12569,12377
2816101017 Valdemoro sección 01017,11194,10784,10618,10154,9891
2816101018 Valdemoro sección 01018,14456,14808,13565,12198,11812
2816101019 Valdemoro sección 01019,12718,12043,11344,11046,10602
2816101020 Valdemoro sección 01020,15041,14136,13829,13176,12542
2816101021 Valdemoro sección 01021,14103,13721,13058,12593,12437
2816101022 Valdemoro sección 01022,13778,13307,12816,12413,11789
2816101023 Valdemoro sección 01023,14504,13575,12913,.,.
2816101024 Valdemoro sección 01024,12615,12273,11697,.,.
2816101025 Valdemoro sección 01025,14028,12362,12981,.,.
2816102 Valdemoro distrito 02,12420,11830,11408,10936,10952
2816102001 Valdemoro sección 02001,9997,9661,9423,8968,8765
2816102002 Valdemoro sección 02002,11160,10685,10442,9655,9762
2816102003 Valdemoro sección 02003,11245,10833,10301,9830,9713
2816102004 Valdemoro sección 02004,11954,11314,10938,10288,10467
2816102005 Valdemoro sección 02005,12346,10967,10473,9820,10796
2816102006 Valdemoro sección 02006,11893,11333,11053,10506,10368
2816102007 Valdemoro sección 02007,10878,10762,10245,9783,9930
2816102008 Valdemoro sección 02008,11509,10961,10663,10395,10376
2816102009 Valdemoro sección 02009,12549,11853,11294,10557,10487
2816102010 Valdemoro sección 02010,13730,13174,12778,12650,12562
2816102011 Valdemoro sección 02011,13326,13017,12522,12349,12116
2816102012 Valdemoro sección 02012,13825,13397,12896,12633,12487
2816102013 Valdemoro sección 02013,13859,13413,12947,13286,13325
2816102014 Valdemoro sección 02014,14577,13636,13340,.,.
2816102015 Valdemoro sección 02015,12206,11534,11046,.,.
16227 Valdemoro-Sierra,10129,9749,9167,8295,8140
1622701 Valdemoro-Sierra distrito 01,10129,9749,9167,8295,8140
1622701001 Valdemoro-Sierra sección 01001,10129,9749,9167,8295,8140
42195 Valdenebro,.,10126,10601,10229,10143
4219501 Valdenebro distrito 01,.,10126,10601,10229,10143
4219501001 Valdenebro sección 01001,.,10126,10601,10229,10143
47181 Valdenebro de los Valles,13170,13017,11598,11208,11167
4718101 Valdenebro de los Valles distrito 01,13170,13017,11598,11208,11167
4718101001 Valdenebro de los Valles sección 01001,13170,13017,11598,11208,11167
19304 Valdenuño Fernández,12507,13151,11636,11881,11687
1930401 Valdenuño Fernández distrito 01,12507,13151,11636,11881,11687
1930401001 Valdenuño Fernández sección 01001,12507,13151,11636,11881,11687
10202 Valdeobispo,10263,9474,9170,8633,8515
1020201 Valdeobispo distrito 01,10263,9474,9170,8633,8515
1020201001 Valdeobispo sección 01001,10263,9474,9170,8633,8515
39092 Valdeolea,13860,13187,12399,12244,12018
3909201 Valdeolea distrito 01,13860,13187,12399,12244,12018
3909201001 Valdeolea sección 01001,13860,13187,12399,12244,12018
16228 Valdeolivas,10385,10310,9500,8718,8636
1622801 Valdeolivas distrito 01,10385,10310,9500,8718,8636
1622801001 Valdeolivas sección 01001,10385,10310,9500,8718,8636
34189 Valdeolmillos,.,.,.,.,.
3418901 Valdeolmillos distrito 01,.,.,.,.,.
3418901001 Valdeolmillos sección 01001,.,.,.,.,.
28162 Valdeolmos-Alalpardo,14784,14969,14080,13806,13334
2816201 Valdeolmos-Alalpardo distrito 01,14784,14969,14080,13806,13334
2816201001 Valdeolmos-Alalpardo sección 01001,13220,12645,12289,11672,11487
2816201002 Valdeolmos-Alalpardo sección 01002,21131,24257,21163,21670,19872
13087 Valdepeñas,10365,10027,9542,9186,8827
1308701 Valdepeñas distrito 01,11697,11474,11010,10814,10550
1308701001 Valdepeñas sección 01001,12066,12176,11667,11209,11259
1308701002 Valdepeñas sección 01002,10981,10888,10672,10382,10192
1308701003 Valdepeñas sección 01003,11463,10989,11078,10783,10084
1308701004 Valdepeñas sección 01004,11358,10901,10697,10150,9686
1308701005 Valdepeñas sección 01005,12300,12124,11379,11653,11327
1308701006 Valdepeñas sección 01006,11585,11206,10462,10416,10202
1308702 Valdepeñas distrito 02,10539,10227,9695,9319,8891
1308702001 Valdepeñas sección 02001,10300,9928,9334,8894,8521
1308702002 Valdepeñas sección 02002,11905,11577,11138,10683,10419
1308702003 Valdepeñas sección 02003,8089,7837,7461,7161,6714
1308702004 Valdepeñas sección 02004,11905,11670,10993,10808,10153
1308703 Valdepeñas distrito 03,8963,8680,8139,7734,7364
1308703001 Valdepeñas sección 03001,8586,8396,7873,7590,7146
1308703002 Valdepeñas sección 03002,9616,9259,8671,8195,7771
1308703003 Valdepeñas sección 03003,8214,7919,7501,7051,6897
1308704 Valdepeñas distrito 04,9517,9061,8559,8147,7836
1308704001 Valdepeñas sección 04001,9329,8848,8423,7990,7727
1308704002 Valdepeñas sección 04002,10109,9521,9188,8863,8814
1308704003 Valdepeñas sección 04003,10077,10192,9118,8809,8253
1308704004 Valdepeñas sección 04004,9170,8486,8137,7634,7294
1308705 Valdepeñas distrito 05,10305,9862,9427,8979,8580
1308705001 Valdepeñas sección 05001,11156,10425,10054,9705,9145
1308705002 Valdepeñas sección 05002,12032,11416,11316,10496,10217
1308705003 Valdepeñas sección 05003,9537,9339,8776,8388,7998
1308705004 Valdepeñas sección 05004,9239,8876,8273,7981,7619
23093 Valdepeñas de Jaén,7872,8068,7613,7367,6753
2309301 Valdepeñas de Jaén distrito 01,8114,8527,8033,7765,7021
2309301001 Valdepeñas de Jaén sección 01001,8406,8631,8165,7689,6992
2309301002 Valdepeñas de Jaén sección 01002,7926,8458,7941,7819,7042
2309302 Valdepeñas de Jaén distrito 02,8178,8393,7991,7758,7227
2309302001 Valdepeñas de Jaén sección 02001,8178,8393,7991,7758,7227
2309303 Valdepeñas de Jaén distrito 03,7400,7361,6907,6663,6141
2309303001 Valdepeñas de Jaén sección 03001,7971,7833,7364,7155,6597
2309303002 Valdepeñas de Jaén sección 03002,6966,6987,6541,6269,5782
19305 Valdepeñas de la Sierra,13822,11217,13016,12817,12152
1930501 Valdepeñas de la Sierra distrito 01,13822,11217,13016,12817,12152
1930501001 Valdepeñas de la Sierra sección 01001,13822,11217,13016,12817,12152
24179 Valdepiélago,12445,11649,11214,10511,10199
2417901 Valdepiélago distrito 01,12445,11649,11214,10511,10199
2417901001 Valdepiélago sección 01001,12445,11649,11214,10511,10199
28163 Valdepiélagos,11847,11136,10812,10039,9987
2816301 Valdepiélagos distrito 01,11847,11136,10812,10039,9987
2816301001 Valdepiélagos sección 01001,11847,11136,10812,10039,9987
24180 Valdepolo,11716,11220,10419,10174,9884
2418001 Valdepolo distrito 01,11716,11220,10419,10174,9884
2418001001 Valdepolo sección 01001,11716,11220,10419,10174,9884
42196 Valdeprado,.,.,.,.,.
4219601 Valdeprado distrito 01,.,.,.,.,.
4219601001 Valdeprado sección 01001,.,.,.,.,.
39093 Valdeprado del Río,15574,14627,15080,13731,13259
3909301 Valdeprado del Río distrito 01,15574,14627,15080,13731,13259
3909301001 Valdeprado del Río sección 01001,15574,14627,15080,13731,13259
40211 Valdeprados,.,.,.,.,.
4021101 Valdeprados distrito 01,.,.,.,.,.
4021101001 Valdeprados sección 01001,.,.,.,.,.
24181 Valderas,10522,9282,8956,8422,8409
2418101 Valderas distrito 01,10522,9282,8956,8422,8409
2418101001 Valderas sección 01001,10163,9114,8874,8487,8344
2418101002 Valderas sección 01002,10871,9447,9035,8358,8472
34190 Valderrábano,.,.,.,.,.
3419001 Valderrábano distrito 01,.,.,.,.,.
3419001001 Valderrábano sección 01001,.,.,.,.,.
19306 Valderrebollo,.,.,.,.,.
1930601 Valderrebollo distrito 01,.,.,.,.,.
1930601001 Valderrebollo sección 01001,.,.,.,.,.
39094 Valderredible,13262,12185,11783,11622,11413
3909401 Valderredible distrito 01,13262,12185,11783,11622,11413
3909401001 Valderredible sección 01001,13262,12185,11783,11622,11413
24182 Valderrey,11624,11078,9983,9811,10117
2418201 Valderrey distrito 01,11624,11078,9983,9811,10117
2418201001 Valderrey sección 01001,11624,11078,9983,9811,10117
44246 Valderrobres,10443,10259,9880,10009,9841
4424601 Valderrobres distrito 01,10443,10259,9880,10009,9841
4424601001 Valderrobres sección 01001,10443,10259,9880,10009,9841
42197 Valderrodilla,.,.,.,.,.
4219701 Valderrodilla distrito 01,.,.,.,.,.
4219701001 Valderrodilla sección 01001,.,.,.,.,.
37337 Valderrodrigo,10572,10528,9203,9169,8406
3733701 Valderrodrigo distrito 01,10572,10528,9203,9169,8406
3733701001 Valderrodrigo sección 01001,10572,10528,9203,9169,8406
18914 Valderrubio,8537,7757,7506,7321,7044
1891401 Valderrubio distrito 01,8537,7757,7506,7321,7044
1891401001 Valderrubio sección 01001,8537,7757,7506,7321,7044
24183 Valderrueda,13251,12920,13021,12174,11733
2418301 Valderrueda distrito 01,13251,12920,13021,12174,11733
2418301001 Valderrueda sección 01001,13251,12920,13021,12174,11733
33034 Valdés,11412,10922,10499,9970,9834
3303401 Valdés distrito 01,11752,11206,10845,10273,10219
3303401001 Valdés sección 01001,12694,11721,11993,11061,11126
3303401003 Valdés sección 01003,11823,11045,10537,10128,9938
3303401004 Valdés sección 01004,11972,11325,11235,10276,10354
3303401005 Valdés sección 01005,11471,11227,10524,10269,10474
3303401006 Valdés sección 01006,11352,10892,10436,9895,9514
3303402 Valdés distrito 02,11319,10986,10471,9959,9602
3303402001 Valdés sección 02001,12068,11675,11039,10598,10577
3303402002 Valdés sección 02002,11005,10701,10235,9700,9779
3303402004 Valdés sección 02004,.,.,.,.,7947
3303404 Valdés distrito 04,11117,10561,10071,9503,9111
3303404001 Valdés sección 04001,11117,10561,10071,9503,9111
3303405 Valdés distrito 05,10063,9704,9210,8882,8863
3303405001 Valdés sección 05001,10063,9704,9210,8882,8863
24184 Valdesamario,13387,12919,12229,10844,11768
2418401 Valdesamario distrito 01,13387,12919,12229,10844,11768
2418401001 Valdesamario sección 01001,13387,12919,12229,10844,11768
49229 Valdescorriel,10364,10061,8335,8819,8546
4922901 Valdescorriel distrito 01,10364,10061,8335,8819,8546
4922901001 Valdescorriel sección 01001,10364,10061,8335,8819,8546
19307 Valdesotos,.,.,.,.,.
1930701 Valdesotos distrito 01,.,.,.,.,.
1930701001 Valdesotos sección 01001,.,.,.,.,.
47182 Valdestillas,10595,10216,9443,9067,8872
4718201 Valdestillas distrito 01,10595,10216,9443,9067,8872
4718201001 Valdestillas sección 01001,10595,10216,9443,9067,8872
06138 Valdetorres,8547,7974,7773,7329,7184
0613801 Valdetorres distrito 01,8547,7974,7773,7329,7184
0613801001 Valdetorres sección 01001,8547,7974,7773,7329,7184
28164 Valdetorres de Jarama,12429,12090,11387,10933,10728
2816401 Valdetorres de Jarama distrito 01,12429,12090,11387,10933,10728
2816401001 Valdetorres de Jarama sección 01001,10999,10576,10258,9598,9528
2816401002 Valdetorres de Jarama sección 01002,14251,14045,12856,12644,12245
16902 Valdetórtola,12942,12770,12167,11881,11504
1690201 Valdetórtola distrito 01,12942,12770,12167,11881,11504
1690201001 Valdetórtola sección 01001,12942,12770,12167,11881,11504
34192 Valde-Ucieza,.,.,.,.,9830
3419201 Valde-Ucieza distrito 01,.,.,.,.,9830
3419201001 Valde-Ucieza sección 01001,.,.,.,.,9830
40212 Valdevacas de Montejo,.,.,.,.,.
4021201 Valdevacas de Montejo distrito 01,.,.,.,.,.
4021201001 Valdevacas de Montejo sección 01001,.,.,.,.,.
40213 Valdevacas y Guijar,.,.,.,.,.
4021301 Valdevacas y Guijar distrito 01,.,.,.,.,.
4021301001 Valdevacas y Guijar sección 01001,.,.,.,.,.
45179 Valdeverdeja,9413,8750,8208,7970,7840
4517901 Valdeverdeja distrito 01,9413,8750,8208,7970,7840
4517901001 Valdeverdeja sección 01001,9413,8750,8208,7970,7840
24187 Valdevimbre,11476,10663,10134,9657,9501
2418701 Valdevimbre distrito 01,11476,10663,10134,9657,9501
2418701001 Valdevimbre sección 01001,11476,10663,10134,9657,9501
09405 Valdezate,13025,12663,11031,11698,12018
0940501 Valdezate distrito 01,13025,12663,11031,11698,12018
0940501001 Valdezate sección 01001,13025,12663,11031,11698,12018
28165 Valdilecha,10188,9812,9433,8827,8844
2816501 Valdilecha distrito 01,10188,9812,9433,8827,8844
2816501001 Valdilecha sección 01001,10188,9812,9433,8827,8844
09406 Valdorros,15099,14296,13045,12466,12106
0940601 Valdorros distrito 01,15099,14296,13045,12466,12106
0940601001 Valdorros sección 01001,15099,14296,13045,12466,12106
15087 Valdoviño,12417,11636,11220,10924,10703
1508701 Valdoviño distrito 01,12681,11939,11508,11207,10971
1508701001 Valdoviño sección 01001,12156,11384,10871,10676,10508
1508701002 Valdoviño sección 01002,13257,12439,12015,11530,11653
1508701003 Valdoviño sección 01003,13533,12782,12334,12036,11556
1508701004 Valdoviño sección 01004,11840,11346,11206,10836,10242
1508702 Valdoviño distrito 02,11278,10346,10022,9781,9627
1508702001 Valdoviño sección 02001,11278,10346,10022,9781,9627
37338 Valdunciel,.,.,10627,.,.
3733801 Valdunciel distrito 01,.,.,10627,.,.
3733801001 Valdunciel sección 01001,.,.,10627,.,.
47183 Valdunquillo,11033,10260,9610,9161,8937
4718301 Valdunquillo distrito 01,11033,10260,9610,9161,8937
4718301001 Valdunquillo sección 01001,11033,10260,9610,9161,8937
46250 València,13643,13086,12453,12133,11858
4625001 València distrito 01,18756,18810,17076,17157,16369
4625001001 València sección 01001,19512,18667,16800,16803,14918
4625001002 València sección 01002,19082,17846,17038,17238,16769
4625001003 València sección 01003,19344,19706,17864,18087,16668
4625001005 València sección 01005,17756,19957,17289,16753,17062
4625001007 València sección 01007,23257,31141,21431,23251,21888
4625001008 València sección 01008,21321,20318,17378,16222,16538
4625001009 València sección 01009,28926,29941,27729,29364,28350
4625001010 València sección 01010,16287,19984,14879,13329,12534
4625001011 València sección 01011,14074,13571,13110,12059,11927
4625001012 València sección 01012,13674,13207,11502,11395,10937
4625001013 València sección 01013,15840,15802,14368,14770,14106
4625001014 València sección 01014,14387,13486,12862,11911,11498
4625001017 València sección 01017,17068,17121,16501,15438,15007
4625001018 València sección 01018,.,.,15028,14846,14779
4625001019 València sección 01019,13847,13018,12445,11809,11679
4625001022 València sección 01022,16433,17248,15378,15440,13931
4625001023 València sección 01023,17666,16312,15233,15744,14269
4625001024 València sección 01024,15664,14100,13781,13612,13117
4625001025 València sección 01025,17665,16019,14416,14000,13319
4625001026 València sección 01026,18750,17061,17522,16500,16160
4625001028 València sección 01028,21264,21392,20788,19802,19362
4625001030 València sección 01030,25411,26933,26005,26260,23612
4625001031 València sección 01031,28709,24075,21443,27859,23673
4625001032 València sección 01032,23763,25906,20888,24722,23442
4625001034 València sección 01034,19190,19334,19377,18452,18407
4625002 València distrito 02,19963,19043,18068,17652,16778
4625002001 València sección 02001,22303,19937,18492,16804,16977
4625002003 València sección 02003,18735,18942,18410,17626,17026
4625002004 València sección 02004,16445,15509,15068,14458,14272
4625002006 València sección 02006,16151,15211,14494,13627,13809
4625002008 València sección 02008,16899,16094,14535,14318,14055
4625002009 València sección 02009,16671,15482,14944,14167,13374
4625002010 València sección 02010,15607,15907,15872,14608,15013
4625002013 València sección 02013,15336,14625,13894,12990,12733
4625002014 València sección 02014,18970,18419,16103,16745,16364
4625002015 València sección 02015,15106,13920,13950,12291,11936
4625002016 València sección 02016,17873,9958,8054,16384,15272
4625002018 València sección 02018,16553,15849,15266,14501,13225
4625002019 València sección 02019,14648,13713,12956,12143,11948
4625002020 València sección 02020,15468,14997,14294,13511,13117
4625002021 València sección 02021,15638,15003,14189,13921,13415
4625002022 València sección 02022,15015,11798,14864,14187,13567
4625002023 València sección 02023,15859,15077,14324,13877,13383
4625002024 València sección 02024,15407,14526,13317,13663,13310
4625002025 València sección 02025,13888,13250,12539,11899,11751
4625002026 València sección 02026,14941,13995,13091,12515,12170
4625002030 València sección 02030,12462,11512,11641,10651,10704
4625002031 València sección 02031,14560,13552,12881,12169,11384
4625002032 València sección 02032,14251,13613,13575,13146,12411
4625002033 València sección 02033,32183,27165,29967,27539,26437
4625002035 València sección 02035,32183,32242,30210,29364,28350
4625002036 València sección 02036,31845,31786,29904,26431,25164
4625002037 València sección 02037,27751,22888,24954,23126,23855
4625002039 València sección 02039,30619,28191,24848,24533,21376
4625002040 València sección 02040,32183,32242,30210,29364,27343
4625002041 València sección 02041,22587,32242,22629,20210,24672
4625002042 València sección 02042,19254,19153,17936,17370,16782
4625002043 València sección 02043,25758,23948,23216,21063,14428
4625002044 València sección 02044,20157,18806,18132,17204,17138
4625002045 València sección 02045,24059,22329,22639,21456,21237
4625002046 València sección 02046,24389,24165,20168,24995,22170
4625002047 València sección 02047,23931,24439,23533,22599,19786
4625002050 València sección 02050,20056,18650,18092,17260,18117
4625002051 València sección 02051,19068,19652,18371,17491,17510
4625002053 València sección 02053,19816,18619,16837,16512,15946
4625002054 València sección 02054,19487,21536,18643,19294,17674
4625002055 València sección 02055,16127,19499,18948,18769,17193
4625002057 València sección 02057,21762,21020,19232,19165,17652
4625003 València distrito 03,16719,16058,15193,14841,14550
4625003001 València sección 03001,17948,17522,16263,15429,15256
4625003002 València sección 03002,16857,16474,15322,15607,14865
4625003004 València sección 03004,14493,13939,13879,12746,12241
4625003007 València sección 03007,18459,18434,17190,16525,16617
4625003008 València sección 03008,15036,14354,13940,13382,12549
4625003010 València sección 03010,13852,13086,12472,12120,11942
